Edad,Sexo,Nivel_Educativo,Estado_Civil,Sector_Economico,Inscrito_Camara_Comercio,Probabilidad_Inscripcion,Prediccion_Modelo,Riesgo_Desercion
48.0,F,UNDECIMO,CASADO/A,MANUFACTURERO,0.0,0.005,No,ALTO
53.0,F,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
25.0,M,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
35.0,M,PROFESIONAL,UNION LIBRE,SERVICIOS,1.0,0.0906666666666666,No,ALTO
28.0,F,TECNOLOGO,SOLTERO/A,SERVICIOS,1.0,0.7,Sí,BAJO
39.0,F,DUODECIMO,UNION LIBRE,COMERCIAL,0.0,0.1841666666666666,No,ALTO
61.0,M,CUARTO,UNION LIBRE,SERVICIOS,1.0,0.645,Sí,BAJO
45.0,M,TECNICO,UNION LIBRE,SERVICIOS,0.0,0.4046666666666666,Sí,MEDIO
44.0,M,UNDECIMO,SOLTERO/A,MANUFACTURERO,1.0,0.62,Sí,BAJO
22.0,M,TECNOLOGO,SOLTERO/A,SERVICIOS,0.0,0.01,No,ALTO
39.0,M,PROFESIONAL,CASADO/A,SERVICIOS,1.0,0.4749523809523809,Sí,MEDIO
45.0,F,TECNICO,UNION LIBRE,MANUFACTURERO,0.0,0.01,No,ALTO
47.0,F,TECNICO,CASADO/A,COMERCIAL,0.0,0.0,No,ALTO
47.0,F,UNDECIMO,UNION LIBRE,MANUFACTURERO,0.0,0.0,No,ALTO
31.0,F,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
42.0,F,TECNICO,SEPARADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
50.0,F,PROFESIONAL,SOLTERO/A,MANUFACTURERO,0.0,0.155,No,ALTO
30.0,F,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
24.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
47.0,F,PROFESIONAL,SEPARADO/A,MANUFACTURERO,0.0,0.1491666666666666,No,ALTO
35.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
28.0,F,NOVENO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
57.0,F,TECNOLOGO,CASADO/A,SERVICIOS,0.0,0.09,No,ALTO
43.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
35.0,F,NOVENO,SOLTERO/A,MANUFACTURERO,0.0,0.0484999999999999,No,ALTO
21.0,F,UNDECIMO,CASADO/A,MANUFACTURERO,0.0,0.13,No,ALTO
53.0,F,SEXTO,UNION LIBRE,MANUFACTURERO,0.0,0.06,No,ALTO
40.0,F,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
35.0,F,UNDECIMO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
38.0,F,UNDECIMO,UNION LIBRE,MANUFACTURERO,0.0,0.0616666666666666,No,ALTO
40.0,F,PROFESIONAL,CASADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
45.0,F,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
31.0,M,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.03,No,ALTO
26.0,M,PROFESIONAL,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
30.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.0095833333333333,No,ALTO
32.0,M,TECNOLOGO,CASADO/A,SERVICIOS,0.0,0.225,No,ALTO
42.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
42.0,F,UNDECIMO,CASADO/A,COMERCIAL,0.0,0.0,No,ALTO
31.0,F,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.0266666666666666,No,ALTO
64.0,F,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.3903333333333333,No,MEDIO
62.0,F,UNDECIMO,VIUDO/A,MANUFACTURERO,0.0,0.005,No,ALTO
31.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.2510595238095237,No,ALTO
53.0,F,DUODECIMO,SOLTERO/A,COMERCIAL,0.0,0.09,No,ALTO
19.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.3253809523809524,No,MEDIO
40.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
33.0,F,UNDECIMO,UNION LIBRE,SERVICIOS,0.0,0.02,No,ALTO
39.0,F,PROFESIONAL,SOLTERO/A,SERVICIOS,1.0,0.57,Sí,MEDIO
40.0,F,PROFESIONAL,UNION LIBRE,COMERCIAL,1.0,0.4319999999999999,Sí,MEDIO
36.0,F,TECNICO,UNION LIBRE,SERVICIOS,0.0,0.0,No,ALTO
44.0,F,TECNICO,UNION LIBRE,COMERCIAL,1.0,0.2637182539682539,No,ALTO
26.0,F,TECNICO,CASADO/A,COMERCIAL,0.0,0.0265833333333333,No,ALTO
24.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
30.0,F,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
27.0,F,PROFESIONAL,UNION LIBRE,COMERCIAL,0.0,0.0183333333333333,No,ALTO
35.0,M,UNDECIMO,UNION LIBRE,SERVICIOS,0.0,0.07,No,ALTO
30.0,F,DUODECIMO,UNION LIBRE,COMERCIAL,1.0,0.61,Sí,BAJO
25.0,M,PROFESIONAL,SOLTERO/A,MANUFACTURERO,0.0,0.03,No,ALTO
55.0,M,PROFESIONAL,SOLTERO/A,COMERCIAL,1.0,0.04,No,ALTO
39.0,F,TECNOLOGO,SOLTERO/A,SERVICIOS,0.0,0.22,No,ALTO
40.0,F,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
30.0,M,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.07,No,ALTO
26.0,F,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.1025,No,ALTO
30.0,F,PROFESIONAL,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
25.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
25.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
30.0,F,TECNICO,CASADO/A,SERVICIOS,0.0,0.01,No,ALTO
29.0,F,TECNOLOGO,CASADO/A,SERVICIOS,1.0,0.73,Sí,BAJO
35.0,M,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.045,No,ALTO
46.0,F,PROFESIONAL,CASADO/A,SERVICIOS,1.0,0.674,Sí,BAJO
41.0,F,SEGUNDO,CASADO/A,COMERCIAL,0.0,0.05,No,ALTO
24.0,F,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
21.0,M,TECNICO,UNION LIBRE,MANUFACTURERO,0.0,0.08,No,ALTO
33.0,F,UNDECIMO,SEPARADO/A,COMERCIAL,0.0,0.09,No,ALTO
24.0,F,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
28.0,M,TECNICO,CASADO/A,SERVICIOS,0.0,0.02,No,ALTO
37.0,F,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
38.0,F,TECNOLOGO,UNION LIBRE,COMERCIAL,1.0,0.6635714285714286,Sí,BAJO
45.0,F,PROFESIONAL,UNION LIBRE,COMERCIAL,0.0,0.4239523809523809,Sí,MEDIO
31.0,M,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.035,No,ALTO
54.0,F,DECIMO,CASADO/A,COMERCIAL,0.0,0.01,No,ALTO
26.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.2032067099567099,No,ALTO
27.0,F,DECIMO,SOLTERO/A,COMERCIAL,0.0,0.0016666666666666,No,ALTO
31.0,F,UNDECIMO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
35.0,M,TECNICO,UNION LIBRE,SERVICIOS,1.0,0.4234999999999999,Sí,MEDIO
42.0,M,TECNICO,UNION LIBRE,COMERCIAL,1.0,0.67,Sí,BAJO
54.0,M,DECIMO,UNION LIBRE,COMERCIAL,0.0,0.02,No,ALTO
53.0,M,DUODECIMO,UNION LIBRE,COMERCIAL,0.0,0.059,No,ALTO
54.0,M,TECNICO,CASADO/A,COMERCIAL,1.0,0.62,Sí,BAJO
47.0,F,TECNICO,UNION LIBRE,SERVICIOS,1.0,0.8266666666666667,Sí,BAJO
28.0,M,TECNICO,CASADO/A,COMERCIAL,1.0,0.07,No,ALTO
53.0,M,QUINTO,UNION LIBRE,COMERCIAL,0.0,0.2366666666666666,No,ALTO
52.0,F,DECIMO,SOLTERO/A,COMERCIAL,1.0,0.03,No,ALTO
37.0,M,TECNICO,CASADO/A,COMERCIAL,1.0,0.98,Sí,BAJO
53.0,F,UNDECIMO,CASADO/A,SERVICIOS,1.0,0.73,Sí,BAJO
54.0,M,NOVENO,SOLTERO/A,COMERCIAL,1.0,0.7566666666666667,Sí,BAJO
48.0,M,CUARTO,UNION LIBRE,COMERCIAL,1.0,0.4636666666666666,Sí,MEDIO
52.0,F,TERCERO,UNION LIBRE,COMERCIAL,0.0,0.01,No,ALTO
28.0,M,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.01,No,ALTO
60.0,M,QUINTO,UNION LIBRE,COMERCIAL,0.0,0.03,No,ALTO
56.0,M,SEXTO,CASADO/A,COMERCIAL,0.0,0.1,No,ALTO
46.0,M,SEXTO,SOLTERO/A,COMERCIAL,0.0,0.03,No,ALTO
33.0,F,TECNOLOGO,SOLTERO/A,MANUFACTURERO,0.0,0.1958333333333334,No,ALTO
42.0,M,OCTAVO,UNION LIBRE,COMERCIAL,0.0,0.03,No,ALTO
38.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.2051269841269841,No,ALTO
47.0,F,QUINTO,SOLTERO/A,COMERCIAL,0.0,0.04,No,ALTO
45.0,M,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.2025,No,ALTO
48.0,F,DECIMO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
38.0,F,TECNICO,UNION LIBRE,COMERCIAL,1.0,0.2051269841269841,No,ALTO
67.0,M,TERCERO,UNION LIBRE,MANUFACTURERO,0.0,0.11,No,ALTO
29.0,M,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.2,No,ALTO
53.0,M,TECNICO,UNION LIBRE,COMERCIAL,1.0,0.7,Sí,BAJO
20.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
54.0,M,TECNOLOGO,DIVORCIADO/A,SERVICIOS,0.0,0.13,No,ALTO
27.0,F,TECNOLOGO,UNION LIBRE,COMERCIAL,0.0,0.02,No,ALTO
30.0,F,TECNICO,UNION LIBRE,MANUFACTURERO,0.0,0.01,No,ALTO
24.0,F,UNDECIMO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
59.0,M,PRIMERO,CASADO/A,COMERCIAL,0.0,0.16,No,ALTO
40.0,F,DUODECIMO,DIVORCIADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
67.0,F,TECNICO,CASADO/A,SERVICIOS,0.0,0.03,No,ALTO
38.0,F,SEXTO,SOLTERO/A,COMERCIAL,0.0,0.0166666666666666,No,ALTO
41.0,M,TECNICO,CASADO/A,SERVICIOS,0.0,0.026,No,ALTO
63.0,F,TERCERO,VIUDO/A,COMERCIAL,0.0,0.13,No,ALTO
54.0,F,NINGUNO,SOLTERO/A,SERVICIOS,0.0,0.09,No,ALTO
35.0,F,UNDECIMO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
45.0,M,TECNICO,CASADO/A,COMERCIAL,1.0,0.6,Sí,MEDIO
32.0,F,TECNOLOGO,UNION LIBRE,COMERCIAL,0.0,0.732761904761905,Sí,BAJO
43.0,F,NOVENO,SOLTERO/A,SERVICIOS,0.0,0.145,No,ALTO
50.0,M,NOVENO,UNION LIBRE,COMERCIAL,1.0,0.745,Sí,BAJO
62.0,M,NOVENO,SOLTERO/A,COMERCIAL,0.0,0.19,No,ALTO
66.0,M,OCTAVO,CASADO/A,COMERCIAL,0.0,0.06,No,ALTO
48.0,M,UNDECIMO,SEPARADO/A,COMERCIAL,0.0,0.08,No,ALTO
49.0,M,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.1541666666666666,No,ALTO
58.0,M,SEXTO,SOLTERO/A,COMERCIAL,0.0,0.035,No,ALTO
47.0,M,QUINTO,SOLTERO/A,COMERCIAL,1.0,0.59,Sí,MEDIO
70.0,F,QUINTO,SEPARADO/A,COMERCIAL,1.0,0.65,Sí,BAJO
48.0,M,QUINTO,SOLTERO/A,COMERCIAL,0.0,0.175,No,ALTO
39.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
25.0,M,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
50.0,M,NOVENO,VIUDO/A,COMERCIAL,0.0,0.2,No,ALTO
62.0,F,DECIMO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
49.0,M,UNDECIMO,SOLTERO/A,COMERCIAL,1.0,0.24,No,ALTO
75.0,M,QUINTO,CASADO/A,MANUFACTURERO,1.0,0.64,Sí,BAJO
30.0,M,PROFESIONAL,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
50.0,F,TECNICO,SEPARADO/A,MANUFACTURERO,0.0,0.01,No,ALTO
32.0,F,TECNICO,SOLTERO/A,SERVICIOS,1.0,0.57,Sí,MEDIO
22.0,M,TECNOLOGO,UNION LIBRE,COMERCIAL,0.0,0.2,No,ALTO
26.0,F,TECNOLOGO,CASADO/A,MANUFACTURERO,0.0,0.03,No,ALTO
28.0,F,NOVENO,UNION LIBRE,COMERCIAL,0.0,0.01,No,ALTO
37.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,1.0,0.005,No,ALTO
30.0,F,PROFESIONAL,UNION LIBRE,MANUFACTURERO,0.0,0.0,No,ALTO
36.0,M,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.0216666666666666,No,ALTO
60.0,M,NOVENO,SOLTERO/A,MANUFACTURERO,0.0,0.17,No,ALTO
24.0,F,PROFESIONAL,CASADO/A,MANUFACTURERO,1.0,0.6,Sí,MEDIO
35.0,F,TECNICO,CASADO/A,MANUFACTURERO,1.0,0.87,Sí,BAJO
57.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.06,No,ALTO
54.0,F,NINGUNO,UNION LIBRE,COMERCIAL,0.0,0.03,No,ALTO
37.0,M,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.0783333333333333,No,ALTO
53.0,F,NINGUNO,UNION LIBRE,SERVICIOS,0.0,0.18,No,ALTO
52.0,F,SEGUNDO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
79.0,M,SEXTO,UNION LIBRE,SERVICIOS,0.0,0.15,No,ALTO
62.0,M,QUINTO,UNION LIBRE,COMERCIAL,0.0,0.01,No,ALTO
36.0,M,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.0216666666666666,No,ALTO
40.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
23.0,F,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.01,No,ALTO
39.0,M,PROFESIONAL,SOLTERO/A,COMERCIAL,1.0,0.75,Sí,BAJO
30.0,M,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.23,No,ALTO
38.0,M,PROFESIONAL,CASADO/A,MANUFACTURERO,1.0,0.6906666666666667,Sí,BAJO
35.0,F,DUODECIMO,CASADO/A,MANUFACTURERO,0.0,0.0775,No,ALTO
21.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
41.0,M,PROFESIONAL,DIVORCIADO/A,SERVICIOS,0.0,0.1336190476190476,No,ALTO
51.0,M,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.4326666666666668,Sí,MEDIO
36.0,F,SEPTIMO,CASADO/A,SERVICIOS,0.0,0.01,No,ALTO
31.0,F,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.03,No,ALTO
59.0,F,OCTAVO,SOLTERO/A,COMERCIAL,0.0,0.03,No,ALTO
42.0,F,TECNOLOGO,SOLTERO/A,MANUFACTURERO,1.0,0.665,Sí,BAJO
41.0,F,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.3453571428571427,No,MEDIO
31.0,M,TECNICO,UNION LIBRE,SERVICIOS,0.0,0.7116666666666666,Sí,BAJO
44.0,F,DUODECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.06,No,ALTO
25.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
24.0,M,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
28.0,M,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.05,No,ALTO
49.0,F,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.4986666666666666,Sí,MEDIO
40.0,F,PROFESIONAL,CASADO/A,SERVICIOS,0.0,0.04,No,ALTO
36.0,F,PROFESIONAL,UNION LIBRE,SERVICIOS,0.0,0.04,No,ALTO
62.0,M,TECNICO,DIVORCIADO/A,COMERCIAL,0.0,0.02,No,ALTO
38.0,F,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.1666666666666666,No,ALTO
31.0,M,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.1,No,ALTO
28.0,F,PROFESIONAL,CASADO/A,SERVICIOS,0.0,0.01,No,ALTO
37.0,F,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.4206190476190476,Sí,MEDIO
54.0,F,PROFESIONAL,CASADO/A,MANUFACTURERO,1.0,0.81,Sí,BAJO
38.0,M,TECNOLOGO,CASADO/A,MANUFACTURERO,1.0,0.78,Sí,BAJO
30.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,1.0,0.4664999999999999,Sí,MEDIO
26.0,F,TECNICO,SOLTERO/A,SERVICIOS,1.0,0.71,Sí,BAJO
31.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.2510595238095237,No,ALTO
57.0,F,UNDECIMO,DIVORCIADO/A,MANUFACTURERO,0.0,0.04,No,ALTO
21.0,M,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
40.0,F,CUARTO,SOLTERO/A,SERVICIOS,1.0,0.63,Sí,BAJO
43.0,M,PROFESIONAL,UNION LIBRE,SERVICIOS,0.0,0.1066666666666666,No,ALTO
30.0,M,TECNICO,UNION LIBRE,COMERCIAL,1.0,0.66,Sí,BAJO
29.0,F,TECNOLOGO,UNION LIBRE,SERVICIOS,0.0,0.1,No,ALTO
51.0,M,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.03,No,ALTO
30.0,F,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
34.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.0353571428571428,No,ALTO
41.0,M,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.05,No,ALTO
27.0,M,SEPTIMO,SOLTERO/A,SERVICIOS,0.0,0.06,No,ALTO
57.0,M,PRIMERO,DIVORCIADO/A,COMERCIAL,0.0,0.01,No,ALTO
33.0,M,UNDECIMO,UNION LIBRE,SERVICIOS,1.0,0.08,No,ALTO
24.0,M,SEPTIMO,SOLTERO/A,FINANCIERO,0.0,0.01,No,ALTO
31.0,M,CUARTO,UNION LIBRE,SERVICIOS,0.0,0.32,No,MEDIO
38.0,F,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.4888333333333332,Sí,MEDIO
74.0,F,TECNICO,VIUDO/A,MANUFACTURERO,0.0,0.04,No,ALTO
24.0,M,PRIMERO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
37.0,M,TECNICO,UNION LIBRE,COMERCIAL,1.0,0.87,Sí,BAJO
27.0,M,TECNICO,UNION LIBRE,COMERCIAL,1.0,0.36,No,MEDIO
39.0,F,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.1485,No,ALTO
44.0,F,NINGUNO,SOLTERO/A,COMERCIAL,0.0,0.01,No,ALTO
50.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.1,No,ALTO
31.0,M,TECNICO,CASADO/A,SERVICIOS,0.0,0.095,No,ALTO
46.0,F,DECIMO,UNION LIBRE,COMERCIAL,0.0,0.01,No,ALTO
49.0,F,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.4986666666666666,Sí,MEDIO
45.0,F,TECNOLOGO,UNION LIBRE,MANUFACTURERO,0.0,0.01,No,ALTO
39.0,F,UNDECIMO,CASADO/A,SERVICIOS,1.0,0.5,Sí,MEDIO
47.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.0694444444444444,No,ALTO
61.0,F,TECNOLOGO,CASADO/A,COMERCIAL,0.0,0.15,No,ALTO
37.0,F,PROFESIONAL,SOLTERO/A,MANUFACTURERO,0.0,0.03,No,ALTO
43.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
37.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.01,No,ALTO
46.0,F,SEGUNDO,UNION LIBRE,COMERCIAL,0.0,0.0485714285714285,No,ALTO
46.0,F,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.1,No,ALTO
41.0,M,PROFESIONAL,CASADO/A,SERVICIOS,1.0,0.6726666666666665,Sí,BAJO
54.0,F,TECNOLOGO,CASADO/A,COMERCIAL,0.0,0.15,No,ALTO
56.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
32.0,F,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
60.0,F,PROFESIONAL,CASADO/A,SERVICIOS,0.0,0.01,No,ALTO
40.0,F,PROFESIONAL,CASADO/A,SERVICIOS,0.0,0.04,No,ALTO
37.0,F,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.5175,Sí,MEDIO
51.0,F,TECNICO,DIVORCIADO/A,SERVICIOS,0.0,0.03,No,ALTO
36.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.0333333333333333,No,ALTO
38.0,F,TECNICO,UNION LIBRE,SERVICIOS,0.0,0.032,No,ALTO
58.0,F,UNDECIMO,SOLTERO/A,SERVICIOS,0.0,0.11,No,ALTO
35.0,F,PROFESIONAL,CASADO/A,SERVICIOS,1.0,0.84,Sí,BAJO
63.0,F,TECNICO,DIVORCIADO/A,COMERCIAL,0.0,0.01,No,ALTO
50.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.01,No,ALTO
27.0,F,PROFESIONAL,CASADO/A,MANUFACTURERO,0.0,0.05,No,ALTO
50.0,F,TECNICO,VIUDO/A,COMERCIAL,0.0,0.01,No,ALTO
33.0,F,DECIMO,CASADO/A,COMERCIAL,0.0,0.01,No,ALTO
42.0,F,TECNICO,SOLTERO/A,SERVICIOS,1.0,0.4573333333333333,Sí,MEDIO
54.0,F,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.0133333333333333,No,ALTO
33.0,M,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.1,No,ALTO
70.0,F,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
30.0,F,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.081,No,ALTO
35.0,F,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
41.0,F,TECNICO,CASADO/A,COMERCIAL,0.0,0.0,No,ALTO
39.0,F,PROFESIONAL,UNION LIBRE,COMERCIAL,0.0,0.1486666666666666,No,ALTO
39.0,M,PROFESIONAL,CASADO/A,SERVICIOS,0.0,0.4749523809523809,Sí,MEDIO
54.0,F,TECNICO,SOLTERO/A,SERVICIOS,1.0,0.7566666666666666,Sí,BAJO
43.0,M,PROFESIONAL,UNION LIBRE,COMERCIAL,0.0,0.3898333333333334,No,MEDIO
41.0,F,TECNICO,UNION LIBRE,SERVICIOS,0.0,0.0166666666666666,No,ALTO
45.0,F,TECNICO,UNION LIBRE,COMERCIAL,1.0,0.7581468253968255,Sí,BAJO
46.0,M,OCTAVO,CASADO/A,COMERCIAL,0.0,0.17,No,ALTO
46.0,F,TECNOLOGO,UNION LIBRE,MANUFACTURERO,0.0,0.0175,No,ALTO
43.0,F,PROFESIONAL,NO ESPECIFICA,COMERCIAL,0.0,0.182547619047619,No,ALTO
36.0,F,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.457952380952381,Sí,MEDIO
28.0,F,TECNOLOGO,CASADO/A,COMERCIAL,0.0,0.03,No,ALTO
49.0,F,PROFESIONAL,CASADO/A,COMERCIAL,1.0,0.4986666666666666,Sí,MEDIO
41.0,M,QUINTO,UNION LIBRE,MANUFACTURERO,0.0,0.01,No,ALTO
57.0,F,PROFESIONAL,DIVORCIADO/A,SERVICIOS,0.0,0.07,No,ALTO
40.0,F,TECNICO,CASADO/A,SERVICIOS,0.0,0.02,No,ALTO
45.0,F,TECNICO,UNION LIBRE,MANUFACTURERO,0.0,0.01,No,ALTO
47.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
60.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.05,No,ALTO
55.0,F,QUINTO,DIVORCIADO/A,SERVICIOS,0.0,0.04,No,ALTO
46.0,F,UNDECIMO,VIUDO/A,MANUFACTURERO,0.0,0.1423333333333333,No,ALTO
55.0,F,TECNICO,NO ESPECIFICA,SERVICIOS,1.0,0.7,Sí,BAJO
52.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,1.0,0.85,Sí,BAJO
43.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.1716666666666666,No,ALTO
43.0,F,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.03,No,ALTO
32.0,M,PROFESIONAL,UNION LIBRE,SERVICIOS,1.0,0.1216666666666666,No,ALTO
45.0,M,UNDECIMO,CASADO/A,SERVICIOS,0.0,0.04,No,ALTO
31.0,F,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.0266666666666666,No,ALTO
40.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.02,No,ALTO
31.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.2510595238095237,No,ALTO
58.0,F,TECNICO,DIVORCIADO/A,SERVICIOS,0.0,0.07,No,ALTO
60.0,F,PROFESIONAL,CASADO/A,SERVICIOS,0.0,0.01,No,ALTO
49.0,F,PROFESIONAL,DIVORCIADO/A,COMERCIAL,0.0,0.0415,No,ALTO
31.0,F,TECNOLOGO,SOLTERO/A,SERVICIOS,0.0,0.17,No,ALTO
44.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.2637182539682539,No,ALTO
42.0,M,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.1349999999999999,No,ALTO
58.0,F,TECNICO,UNION LIBRE,MANUFACTURERO,0.0,0.0316666666666666,No,ALTO
31.0,M,PROFESIONAL,CASADO/A,SERVICIOS,0.0,0.015,No,ALTO
27.0,M,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.65,Sí,BAJO
23.0,F,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.03,No,ALTO
29.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.2977976190476188,No,ALTO
22.0,M,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
25.0,F,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.02,No,ALTO
